date,open,high,low,close,adjusted,volume
2004-11-01,437500 ,441000 ,433000 ,439500 ,439500 ,227882 
2004-11-02,436000 ,443000 ,436000 ,440000 ,440000 ,329018 
2004-11-03,442000 ,455000 ,441000 ,455000 ,455000 ,504366 
2004-11-04,456000 ,456500 ,448000 ,448000 ,448000 ,601677 
2004-11-05,452000 ,454000 ,449500 ,452500 ,452500 ,641179 
2004-11-08,458500 ,458500 ,440000 ,440000 ,440000 ,422837 
2004-11-09,434500 ,437500 ,430000 ,431000 ,431000 ,535503 
2004-11-10,432000 ,439000 ,432000 ,439000 ,439000 ,366057 
2004-11-11,439000 ,443000 ,435500 ,437000 ,437000 ,610884 
2004-11-12,449000 ,451000 ,443500 ,448500 ,448500 ,454098 
2004-11-15,453000 ,460000 ,452500 ,456500 ,456500 ,380686 
2004-11-16,459000 ,460000 ,455000 ,455500 ,455500 ,495098 
2004-11-17,456000 ,462500 ,455500 ,461500 ,461500 ,439562 
2004-11-18,465000 ,469500 ,460000 ,463500 ,463500 ,588572 
2004-11-19,460000 ,466000 ,449500 ,454000 ,454000 ,445179 
2004-11-22,442000 ,445500 ,436500 ,440000 ,440000 ,691533 
2004-11-23,445000 ,445500 ,438000 ,441000 ,441000 ,464291 
2004-11-24,438000 ,442000 ,434000 ,439500 ,439500 ,463002 
2004-11-25,440000 ,444500 ,438000 ,441000 ,441000 ,443705 
2004-11-26,438500 ,446000 ,431500 ,433000 ,433000 ,535018 
2004-11-29,429000 ,431000 ,423500 ,426000 ,426000 ,625415 
2004-11-30,427000 ,435000 ,425500 ,434500 ,434500 ,614068 
2004-12-01,428500 ,430500 ,424500 ,429000 ,429000 ,433472 
2004-12-02,436000 ,438000 ,427000 ,428500 ,428500 ,519975 
2004-12-03,433000 ,434000 ,423000 ,426000 ,426000 ,692020 
2004-12-06,425000 ,425000 ,418000 ,418000 ,418000 ,393351 
2004-12-07,414500 ,418500 ,410500 ,411000 ,411000 ,535599 
2004-12-08,405500 ,419500 ,403000 ,419500 ,419500 ,544378 
2004-12-09,417000 ,420500 ,410000 ,413000 ,413000 ,801717 
2004-12-10,411000 ,412000 ,404500 ,406000 ,406000 ,517691 
2004-12-13,400000 ,403500 ,399000 ,402000 ,402000 ,490546 
2004-12-14,402000 ,413500 ,402000 ,412500 ,412500 ,553669 
2004-12-15,418000 ,428500 ,418000 ,428500 ,428500 ,669601 
2004-12-16,433500 ,444000 ,432000 ,440000 ,440000 ,861837 
2004-12-17,441000 ,444500 ,435500 ,444000 ,444000 ,450291 
2004-12-20,437000 ,446000 ,437000 ,445000 ,445000 ,347023 
2004-12-21,446000 ,447000 ,440000 ,446000 ,446000 ,299601 
2004-12-22,448500 ,449500 ,442000 ,442500 ,442500 ,314704 
2004-12-23,445000 ,446000 ,432000 ,434500 ,434500 ,317565 
2004-12-24,434500 ,435000 ,430000 ,433000 ,433000 ,318328 
2004-12-27,433000 ,437500 ,431500 ,437500 ,437500 ,235473 
2004-12-28,436000 ,438000 ,431500 ,436000 ,436000 ,272727 
2004-12-29,434000 ,444500 ,433500 ,444500 ,444500 ,342186 
2004-12-30,443000 ,451000 ,443000 ,450500 ,450500 ,345360 
2004-12-31,443000 ,451000 ,443000 ,450500 ,450500 ,345360 
2005-01-03,452500 ,453000 ,446000 ,451000 ,451000 ,218558 
2005-01-04,450000 ,451000 ,446000 ,447000 ,447000 ,280347 
2005-01-05,440000 ,443000 ,436500 ,443000 ,443000 ,467322 
2005-01-06,439000 ,445500 ,435000 ,435000 ,435000 ,343063 
2005-01-07,441000 ,441500 ,435500 ,440500 ,440500 ,272369 
2005-01-10,442000 ,442000 ,437500 ,438000 ,438000 ,250135 
2005-01-11,438000 ,442000 ,433500 ,442000 ,442000 ,557131 
2005-01-12,443500 ,444000 ,440000 ,442000 ,442000 ,294457 
2005-01-13,442000 ,447000 ,441000 ,444000 ,444000 ,473963 
2005-01-14,440000 ,474000 ,439500 ,471500 ,471500 ,1438070 
2005-01-17,490000 ,494500 ,482500 ,492500 ,492500 ,1235910 
2005-01-18,490000 ,490500 ,484500 ,486000 ,486000 ,604888 
2005-01-19,486000 ,488500 ,479000 ,480000 ,480000 ,457066 
2005-01-20,480000 ,485000 ,475500 ,480000 ,480000 ,385404 
2005-01-21,475000 ,486000 ,475000 ,486000 ,486000 ,300696 
2005-01-24,482500 ,488000 ,477500 ,488000 ,488000 ,381465 
2005-01-25,480000 ,485000 ,479000 ,483500 ,483500 ,363372 
2005-01-26,485000 ,493500 ,484500 ,490500 ,490500 ,497768 
2005-01-27,495000 ,495000 ,490500 ,492000 ,492000 ,399866 
2005-01-28,491500 ,491500 ,480000 ,489000 ,489000 ,284435 
2005-01-31,488000 ,495000 ,484000 ,495000 ,495000 ,329335 
2005-02-01,495000 ,498500 ,491500 ,491500 ,491500 ,437123 
2005-02-02,491500 ,494000 ,486500 ,490500 ,490500 ,395070 
2005-02-03,486000 ,497000 ,486000 ,496000 ,496000 ,348983 
2005-02-04,494000 ,498500 ,493000 ,495500 ,495500 ,257129 
2005-02-07,506000 ,512000 ,503000 ,510000 ,510000 ,678715 
2005-02-08,506000 ,512000 ,503000 ,510000 ,510000 ,678715 
2005-02-09,506000 ,512000 ,503000 ,510000 ,510000 ,678715 
2005-02-10,506000 ,512000 ,503000 ,510000 ,510000 ,678715 
2005-02-11,505000 ,509000 ,501000 ,506000 ,506000 ,517794 
2005-02-14,513000 ,522000 ,510000 ,517000 ,517000 ,565369 
2005-02-15,520000 ,521000 ,511000 ,519000 ,519000 ,534955 
2005-02-16,522000 ,531000 ,518000 ,520000 ,520000 ,480293 
2005-02-17,517000 ,522000 ,515000 ,517000 ,517000 ,350246 
2005-02-18,518000 ,527000 ,514000 ,527000 ,527000 ,367125 
2005-02-21,530000 ,532000 ,524000 ,528000 ,528000 ,468639 
2005-02-22,528000 ,529000 ,518000 ,522000 ,522000 ,357168 
2005-02-23,514000 ,516000 ,509000 ,511000 ,511000 ,394983 
2005-02-24,510000 ,520000 ,507000 ,519000 ,519000 ,419776 
2005-02-25,524000 ,529000 ,521000 ,522000 ,522000 ,417694 
2005-02-28,530000 ,531000 ,521000 ,527000 ,527000 ,554130 
2005-03-01,530000 ,531000 ,521000 ,527000 ,527000 ,554130 
2005-03-02,525000 ,528000 ,517000 ,517000 ,517000 ,548569 
2005-03-03,515000 ,526000 ,512000 ,519000 ,519000 ,606709 
2005-03-04,517000 ,517000 ,508000 ,510000 ,510000 ,488203 
2005-03-07,515000 ,515000 ,500000 ,507000 ,507000 ,590399 
2005-03-08,507000 ,508000 ,500000 ,502000 ,502000 ,527607 
2005-03-09,499000 ,500000 ,491500 ,500000 ,500000 ,497898 
2005-03-10,503000 ,508000 ,499500 ,499500 ,499500 ,632675 
2005-03-11,507000 ,519000 ,504000 ,519000 ,519000 ,640226 
2005-03-14,513000 ,516000 ,508000 ,510000 ,510000 ,416910 
2005-03-15,512000 ,514000 ,499000 ,502000 ,502000 ,500684 
2005-03-16,499000 ,504000 ,495500 ,503000 ,503000 ,370997 
2005-03-17,493000 ,498500 ,492000 ,496000 ,496000 ,417586 
2005-03-18,493000 ,498000 ,493000 ,495000 ,495000 ,255059 
2005-03-21,491500 ,499000 ,490000 ,492000 ,492000 ,335494 
2005-03-22,493000 ,501000 ,489500 ,496000 ,496000 ,315959 
2005-03-23,493000 ,499500 ,491500 ,498500 ,498500 ,318491 
2005-03-24,501000 ,506000 ,497500 ,503000 ,503000 ,402056 
2005-03-25,505000 ,506000 ,500000 ,505000 ,505000 ,217500 
2005-03-28,510000 ,511000 ,507000 ,510000 ,510000 ,179687 
2005-03-29,510000 ,511000 ,500000 ,502000 ,502000 ,337115 
2005-03-30,494000 ,499500 ,494000 ,498000 ,498000 ,362906 
2005-03-31,506000 ,507000 ,501000 ,502000 ,502000 ,346725 
2005-04-01,502000 ,516000 ,500000 ,512000 ,512000 ,453138 
2005-04-04,512000 ,517000 ,510000 ,517000 ,517000 ,344399 
2005-04-05,512000 ,517000 ,510000 ,517000 ,517000 ,344399 
2005-04-06,518000 ,520000 ,510000 ,518000 ,518000 ,410120 
2005-04-07,518000 ,520000 ,515000 ,518000 ,518000 ,357174 
2005-04-08,524000 ,525000 ,520000 ,522000 ,522000 ,278919 
2005-04-11,522000 ,522000 ,516000 ,517000 ,517000 ,191323 
2005-04-12,516000 ,520000 ,513000 ,520000 ,520000 ,207740 
2005-04-13,518000 ,520000 ,516000 ,518000 ,518000 ,213519 
2005-04-14,513000 ,514000 ,502000 ,502000 ,502000 ,663520 
2005-04-15,500000 ,502000 ,489000 ,491500 ,491500 ,866964 
2005-04-18,473500 ,481500 ,472000 ,476000 ,476000 ,864948 
2005-04-19,477000 ,480000 ,474000 ,474000 ,474000 ,602959 
2005-04-20,478500 ,483000 ,469000 ,470000 ,470000 ,657711 
2005-04-21,462000 ,470000 ,457500 ,466000 ,466000 ,586475 
2005-04-22,475000 ,476000 ,467000 ,467000 ,467000 ,334597 
2005-04-25,462000 ,474500 ,462000 ,474500 ,474500 ,328776 
2005-04-26,474500 ,474500 ,471000 ,471000 ,471000 ,187546 
2005-04-27,463000 ,467000 ,461000 ,464000 ,464000 ,411813 
2005-04-28,463000 ,463500 ,457000 ,460000 ,460000 ,394049 
2005-04-29,452000 ,456500 ,449500 ,452000 ,452000 ,585597 
2005-05-02,456000 ,458000 ,450000 ,455500 ,455500 ,236912 
2005-05-03,455000 ,461500 ,452500 ,455000 ,455000 ,277432 
2005-05-04,455000 ,467000 ,455000 ,464500 ,464500 ,346370 
2005-05-05,455000 ,467000 ,455000 ,464500 ,464500 ,346370 
2005-05-06,466500 ,475500 ,466500 ,474000 ,474000 ,493666 
2005-05-09,475000 ,477500 ,470500 ,475000 ,475000 ,400770 
2005-05-10,478000 ,479500 ,475500 ,477000 ,477000 ,213574 
2005-05-11,475000 ,475500 ,471500 ,472000 ,472000 ,346095 
2005-05-12,474000 ,480000 ,474000 ,475000 ,475000 ,417218 
2005-05-13,475000 ,485000 ,472000 ,481500 ,481500 ,410919 
2005-05-16,485000 ,490000 ,484000 ,488000 ,488000 ,347032 
2005-05-17,490000 ,493000 ,483500 ,489500 ,489500 ,363568 
2005-05-18,494500 ,495000 ,489000 ,489500 ,489500 ,341989 
2005-05-19,493000 ,501000 ,492500 ,498500 ,498500 ,508780 
2005-05-20,499500 ,502000 ,495000 ,498500 ,498500 ,233768 
2005-05-23,496000 ,498500 ,494500 ,498000 ,498000 ,160941 
2005-05-24,496500 ,498500 ,493000 ,495000 ,495000 ,255070 
2005-05-25,493500 ,496500 ,483500 ,484500 ,484500 ,426388 
2005-05-26,481500 ,485000 ,479500 ,482000 ,482000 ,277951 
2005-05-27,490000 ,493000 ,486500 ,490000 ,490000 ,375574 
2005-05-30,490000 ,494000 ,490000 ,493500 ,493500 ,228959 
2005-05-31,492500 ,494000 ,486500 ,489000 ,489000 ,445531 
2005-06-01,483500 ,489500 ,483000 ,489000 ,489000 ,330983 
2005-06-02,495000 ,495500 ,487500 ,487500 ,487500 ,366428 
2005-06-03,488000 ,491500 ,485500 ,488000 ,488000 ,353579 
2005-06-06,488000 ,491500 ,485500 ,488000 ,488000 ,353579 
2005-06-07,484000 ,485000 ,480000 ,480500 ,480500 ,482598 
2005-06-08,478000 ,481000 ,475000 ,477500 ,477500 ,535763 
2005-06-09,475500 ,480000 ,471500 ,480000 ,480000 ,750424 
2005-06-10,480000 ,494500 ,477000 ,491500 ,491500 ,812962 
2005-06-13,491500 ,499500 ,491500 ,498000 ,498000 ,455384 
2005-06-14,498000 ,501000 ,494000 ,496500 ,496500 ,389984 
2005-06-15,496500 ,500000 ,494500 ,500000 ,500000 ,449256 
2005-06-16,500000 ,502000 ,497000 ,498500 ,498500 ,367992 
2005-06-17,499000 ,499500 ,491500 ,493500 ,493500 ,478983 
2005-06-20,493500 ,494000 ,489500 ,490500 ,490500 ,332126 
2005-06-21,490500 ,491500 ,486000 ,488000 ,488000 ,405211 
2005-06-22,488000 ,494000 ,487000 ,493000 ,493000 ,393089 
2005-06-23,493000 ,499000 ,492000 ,498000 ,498000 ,519819 
2005-06-24,496000 ,496000 ,489000 ,491000 ,491000 ,435634 
2005-06-27,489000 ,489000 ,483000 ,488500 ,488500 ,561046 
2005-06-28,488500 ,490500 ,485500 ,489500 ,489500 ,370658 
2005-06-29,490000 ,492500 ,488000 ,490000 ,490000 ,383764 
2005-06-30,490000 ,498000 ,490000 ,494000 ,494000 ,396777 
2005-07-01,494000 ,501000 ,493000 ,501000 ,501000 ,531182 
2005-07-04,505000 ,509000 ,501000 ,503000 ,503000 ,313114 
2005-07-05,504000 ,507000 ,500000 ,502000 ,502000 ,186060 
2005-07-06,503000 ,507000 ,503000 ,504000 ,504000 ,269198 
2005-07-07,504000 ,519000 ,504000 ,516000 ,516000 ,638200 
2005-07-08,517000 ,522000 ,516000 ,516000 ,516000 ,393397 
2005-07-11,525000 ,535000 ,525000 ,533000 ,533000 ,691762 
2005-07-12,540000 ,548000 ,537000 ,541000 ,541000 ,936718 
2005-07-13,543000 ,547000 ,539000 ,547000 ,547000 ,509310 
2005-07-14,549000 ,551000 ,547000 ,547000 ,547000 ,577773 
2005-07-15,548000 ,550000 ,539000 ,542000 ,542000 ,522167 
2005-07-18,543000 ,552000 ,541000 ,549000 ,549000 ,424479 
2005-07-19,550000 ,562000 ,549000 ,561000 ,561000 ,675722 
2005-07-20,562000 ,567000 ,555000 ,558000 ,558000 ,600564 
2005-07-21,565000 ,568000 ,558000 ,563000 ,563000 ,535612 
2005-07-22,559000 ,560000 ,546000 ,552000 ,552000 ,551599 
2005-07-25,552000 ,557000 ,552000 ,555000 ,555000 ,369101 
2005-07-26,556000 ,558000 ,547000 ,551000 ,551000 ,412660 
2005-07-27,552000 ,559000 ,548000 ,551000 ,551000 ,368686 
2005-07-28,552000 ,566000 ,552000 ,560000 ,560000 ,473196 
2005-07-29,566000 ,566000 ,560000 ,565000 ,565000 ,357510 
2005-08-01,566000 ,569000 ,561000 ,569000 ,569000 ,329422 
2005-08-02,570000 ,571000 ,562000 ,568000 ,568000 ,285080 
2005-08-03,575000 ,577000 ,568000 ,568000 ,568000 ,472771 
2005-08-04,568000 ,569000 ,560000 ,566000 ,566000 ,367406 
2005-08-05,561000 ,561000 ,548000 ,553000 ,553000 ,602057 
2005-08-08,552000 ,552000 ,543000 ,551000 ,551000 ,365714 
2005-08-09,551000 ,553000 ,545000 ,550000 ,550000 ,406503 
2005-08-10,555000 ,562000 ,553000 ,555000 ,555000 ,329612 
2005-08-11,555000 ,570000 ,555000 ,567000 ,567000 ,397705 
2005-08-12,569000 ,579000 ,569000 ,578000 ,578000 ,489617 
2005-08-15,569000 ,579000 ,569000 ,578000 ,578000 ,489617 
2005-08-16,578000 ,582000 ,569000 ,572000 ,572000 ,520855 
2005-08-17,566000 ,572000 ,560000 ,572000 ,572000 ,408410 
2005-08-18,572000 ,573000 ,553000 ,555000 ,555000 ,670314 
2005-08-19,555000 ,556000 ,549000 ,553000 ,553000 ,418721 
2005-08-22,553000 ,570000 ,553000 ,563000 ,563000 ,391070 
2005-08-23,564000 ,569000 ,560000 ,562000 ,562000 ,375451 
2005-08-24,562000 ,563000 ,549000 ,556000 ,556000 ,479797 
2005-08-25,553000 ,555000 ,544000 ,552000 ,552000 ,487216 
2005-08-26,552000 ,556000 ,549000 ,549000 ,549000 ,378335 
2005-08-29,542000 ,542000 ,536000 ,540000 ,540000 ,365599 
2005-08-30,544000 ,548000 ,533000 ,541000 ,541000 ,298314 
2005-08-31,534000 ,546000 ,534000 ,544000 ,544000 ,244132 
2005-09-01,549000 ,552000 ,547000 ,549000 ,549000 ,239426 
2005-09-02,549000 ,557000 ,548000 ,554000 ,554000 ,243894 
2005-09-05,558000 ,563000 ,555000 ,561000 ,561000 ,218480 
2005-09-06,563000 ,576000 ,563000 ,569000 ,569000 ,381016 
2005-09-07,576000 ,582000 ,576000 ,579000 ,579000 ,351354 
2005-09-08,585000 ,593000 ,580000 ,587000 ,587000 ,692548 
2005-09-09,585000 ,591000 ,583000 ,589000 ,589000 ,262111 
2005-09-12,594000 ,600000 ,589000 ,589000 ,589000 ,401478 
2005-09-13,590000 ,610000 ,589000 ,606000 ,606000 ,697730 
2005-09-14,605000 ,615000 ,602000 ,613000 ,613000 ,511770 
2005-09-15,605000 ,619000 ,604000 ,607000 ,607000 ,580759 
2005-09-16,604000 ,606000 ,588000 ,593000 ,593000 ,612542 
2005-09-19,604000 ,606000 ,588000 ,593000 ,593000 ,612542 
2005-09-20,600000 ,603000 ,592000 ,593000 ,593000 ,560903 
2005-09-21,596000 ,606000 ,595000 ,601000 ,601000 ,381782 
2005-09-22,593000 ,600000 ,592000 ,600000 ,600000 ,320007 
2005-09-23,592000 ,599000 ,583000 ,585000 ,585000 ,373549 
2005-09-26,586000 ,600000 ,586000 ,597000 ,597000 ,437917 
2005-09-27,598000 ,599000 ,590000 ,593000 ,593000 ,318206 
2005-09-28,590000 ,600000 ,587000 ,598000 ,598000 ,270129 
2005-09-29,594000 ,599000 ,590000 ,590000 ,590000 ,394362 
2005-09-30,594000 ,600000 ,588000 ,588000 ,588000 ,458085 
2005-10-03,594000 ,600000 ,588000 ,588000 ,588000 ,458085 
2005-10-04,590000 ,607000 ,590000 ,602000 ,602000 ,544049 
2005-10-05,604000 ,614000 ,598000 ,601000 ,601000 ,446328 
2005-10-06,595000 ,595000 ,585000 ,586000 ,586000 ,422333 
2005-10-07,578000 ,588000 ,576000 ,581000 ,581000 ,513223 
2005-10-10,584000 ,597000 ,583000 ,593000 ,593000 ,301891 
2005-10-11,588000 ,599000 ,587000 ,599000 ,599000 ,215077 
2005-10-12,593000 ,594000 ,577000 ,578000 ,578000 ,571620 
2005-10-13,571000 ,574000 ,558000 ,562000 ,562000 ,723035 
2005-10-14,565000 ,572000 ,560000 ,562000 ,562000 ,628182 
2005-10-17,560000 ,569000 ,560000 ,563000 ,563000 ,350592 
2005-10-18,564000 ,569000 ,563000 ,565000 ,565000 ,356791 
2005-10-19,560000 ,561000 ,550000 ,550000 ,550000 ,374710 
2005-10-20,560000 ,561000 ,552000 ,556000 ,556000 ,359267 
2005-10-21,550000 ,566000 ,549000 ,564000 ,564000 ,438004 
2005-10-24,566000 ,571000 ,561000 ,567000 ,567000 ,342068 
2005-10-25,572000 ,578000 ,564000 ,565000 ,565000 ,370469 
2005-10-26,562000 ,566000 ,559000 ,563000 ,563000 ,315372 
2005-10-27,563000 ,568000 ,556000 ,558000 ,558000 ,387209 
2005-10-28,549000 ,551000 ,545000 ,546000 ,546000 ,438963 
2005-10-31,549000 ,555000 ,548000 ,552000 ,552000 ,391918 
2005-11-01,560000 ,568000 ,559000 ,564000 ,564000 ,615171 
2005-11-02,564000 ,580000 ,564000 ,575000 ,575000 ,314320 
2005-11-03,588000 ,592000 ,585000 ,587000 ,587000 ,471441 
2005-11-04,597000 ,600000 ,593000 ,599000 ,599000 ,496143 
2005-11-07,602000 ,603000 ,591000 ,600000 ,600000 ,259275 
2005-11-08,600000 ,603000 ,597000 ,603000 ,603000 ,294792 
2005-11-09,601000 ,607000 ,596000 ,601000 ,601000 ,358627 
2005-11-10,601000 ,607000 ,599000 ,605000 ,605000 ,377342 
2005-11-11,617000 ,624000 ,614000 ,618000 ,618000 ,590875 
2005-11-14,621000 ,629000 ,616000 ,626000 ,626000 ,443395 
2005-11-15,626000 ,629000 ,611000 ,621000 ,621000 ,281923 
2005-11-16,616000 ,630000 ,616000 ,630000 ,630000 ,280777 
2005-11-17,627000 ,628000 ,619000 ,624000 ,624000 ,250852 
2005-11-18,625000 ,630000 ,619000 ,627000 ,627000 ,291995 
2005-11-21,632000 ,632000 ,612000 ,621000 ,621000 ,481865 
2005-11-22,611000 ,612000 ,587000 ,590000 ,590000 ,912923 
2005-11-23,600000 ,613000 ,599000 ,607000 ,607000 ,864854 
2005-11-24,618000 ,618000 ,605000 ,608000 ,608000 ,310103 
2005-11-25,608000 ,611000 ,596000 ,600000 ,600000 ,315126 
2005-11-28,600000 ,603000 ,596000 ,601000 ,601000 ,188687 
2005-11-29,598000 ,602000 ,588000 ,594000 ,594000 ,350219 
2005-11-30,593000 ,604000 ,593000 ,598000 ,598000 ,358182 
2005-12-01,596000 ,608000 ,595000 ,606000 ,606000 ,406300 
2005-12-02,620000 ,623000 ,614000 ,617000 ,617000 ,392830 
2005-12-05,622000 ,625000 ,618000 ,622000 ,622000 ,251823 
2005-12-06,619000 ,631000 ,617000 ,630000 ,630000 ,423633 
2005-12-07,630000 ,645000 ,624000 ,641000 ,641000 ,530716 
2005-12-08,635000 ,640000 ,626000 ,633000 ,633000 ,538546 
2005-12-09,628000 ,631000 ,613000 ,622000 ,622000 ,465264 
2005-12-12,622000 ,628000 ,617000 ,618000 ,618000 ,371779 
2005-12-13,621000 ,623000 ,613000 ,618000 ,618000 ,360761 
2005-12-14,622000 ,627000 ,608000 ,609000 ,609000 ,534330 
2005-12-15,609000 ,616000 ,601000 ,609000 ,609000 ,374817 
2005-12-16,606000 ,606000 ,593000 ,602000 ,602000 ,594153 
2005-12-19,607000 ,614000 ,602000 ,608000 ,608000 ,363354 
2005-12-20,603000 ,614000 ,602000 ,612000 ,612000 ,343970 
2005-12-21,614000 ,635000 ,614000 ,628000 ,628000 ,507287 
2005-12-22,635000 ,647000 ,631000 ,634000 ,634000 ,561916 
2005-12-23,642000 ,652000 ,636000 ,645000 ,645000 ,576358 
2005-12-26,650000 ,663000 ,649000 ,654000 ,654000 ,356642 
2005-12-27,659000 ,664000 ,648000 ,662000 ,662000 ,361357 
2005-12-28,658000 ,663000 ,655000 ,661000 ,661000 ,430162 
2005-12-29,660000 ,670000 ,657000 ,659000 ,659000 ,420541 
2005-12-30,660000 ,670000 ,657000 ,659000 ,659000 ,420541 
2006-01-02,664000 ,668000 ,656000 ,659000 ,659000 ,419111 
2006-01-03,660000 ,666000 ,656000 ,665000 ,665000 ,358018 
2006-01-04,675000 ,700000 ,673000 ,699000 ,699000 ,785812 
2006-01-05,695000 ,695000 ,671000 ,679000 ,679000 ,710373 
2006-01-06,685000 ,688000 ,679000 ,687000 ,687000 ,353915 
2006-01-09,695000 ,697000 ,683000 ,688000 ,688000 ,325507 
2006-01-10,695000 ,701000 ,688000 ,698000 ,698000 ,485875 
2006-01-11,693000 ,698000 ,679000 ,683000 ,683000 ,356985 
2006-01-12,684000 ,692000 ,681000 ,684000 ,684000 ,405859 
2006-01-13,677000 ,694000 ,668000 ,694000 ,694000 ,490124 
2006-01-16,700000 ,707000 ,696000 ,706000 ,706000 ,403367 
2006-01-17,707000 ,721000 ,697000 ,697000 ,697000 ,436666 
2006-01-18,685000 ,689000 ,673000 ,680000 ,680000 ,621662 
2006-01-19,682000 ,695000 ,680000 ,689000 ,689000 ,409902 
2006-01-20,702000 ,708000 ,685000 ,687000 ,687000 ,461590 
2006-01-23,677000 ,695000 ,671000 ,685000 ,685000 ,552960 
2006-01-24,683000 ,700000 ,680000 ,698000 ,698000 ,594140 
2006-01-25,709000 ,720000 ,705000 ,714000 ,714000 ,587614 
2006-01-26,714000 ,718000 ,705000 ,716000 ,716000 ,392954 
2006-01-27,720000 ,724000 ,713000 ,720000 ,720000 ,338278 
2006-01-30,720000 ,724000 ,713000 ,720000 ,720000 ,338278 
2006-01-31,723000 ,741000 ,719000 ,740000 ,740000 ,460173 
2006-02-01,735000 ,743000 ,723000 ,730000 ,730000 ,442082 
2006-02-02,738000 ,739000 ,720000 ,725000 ,725000 ,406240 
2006-02-03,718000 ,718000 ,702000 ,704000 ,704000 ,444154 
2006-02-06,700000 ,706000 ,693000 ,706000 ,706000 ,430411 
2006-02-07,709000 ,730000 ,706000 ,706000 ,706000 ,349104 
2006-02-08,700000 ,709000 ,685000 ,690000 ,690000 ,401348 
2006-02-09,696000 ,697000 ,687000 ,691000 ,691000 ,385790 
2006-02-10,692000 ,696000 ,679000 ,687000 ,687000 ,451657 
2006-02-13,686000 ,687000 ,668000 ,678000 ,678000 ,488896 
2006-02-14,670000 ,677000 ,663000 ,673000 ,673000 ,543456 
2006-02-15,678000 ,678000 ,654000 ,654000 ,654000 ,676967 
2006-02-16,651000 ,657000 ,646000 ,656000 ,656000 ,497309 
2006-02-17,661000 ,674000 ,660000 ,673000 ,673000 ,443189 
2006-02-20,668000 ,684000 ,667000 ,683000 ,683000 ,362991 
2006-02-21,682000 ,683000 ,670000 ,672000 ,672000 ,358335 
2006-02-22,669000 ,679000 ,663000 ,670000 ,670000 ,499074 
2006-02-23,671000 ,684000 ,671000 ,681000 ,681000 ,332151 
2006-02-24,678000 ,682000 ,675000 ,681000 ,681000 ,282337 
2006-02-27,678000 ,691000 ,677000 ,691000 ,691000 ,245877 
2006-02-28,694000 ,698000 ,683000 ,687000 ,687000 ,267304 
2006-03-01,694000 ,698000 ,683000 ,687000 ,687000 ,267304 
2006-03-02,696000 ,700000 ,684000 ,686000 ,686000 ,307133 
2006-03-03,682000 ,684000 ,650000 ,652000 ,652000 ,765966 
2006-03-06,656000 ,658000 ,649000 ,658000 ,658000 ,479364 
2006-03-07,650000 ,652000 ,627000 ,629000 ,629000 ,833034 
2006-03-08,615000 ,626000 ,608000 ,623000 ,623000 ,987621 
2006-03-09,616000 ,629000 ,611000 ,615000 ,615000 ,782188 
2006-03-10,614000 ,632000 ,614000 ,620000 ,620000 ,617916 
2006-03-13,629000 ,632000 ,624000 ,632000 ,632000 ,385826 
2006-03-14,628000 ,632000 ,619000 ,624000 ,624000 ,366887 
2006-03-15,629000 ,637000 ,628000 ,629000 ,629000 ,393212 
2006-03-16,637000 ,641000 ,631000 ,632000 ,632000 ,285743 
2006-03-17,629000 ,640000 ,622000 ,637000 ,637000 ,271822 
2006-03-20,639000 ,640000 ,628000 ,638000 ,638000 ,199012 
2006-03-21,638000 ,640000 ,630000 ,635000 ,635000 ,235018 
2006-03-22,625000 ,627000 ,609000 ,614000 ,614000 ,607895 
2006-03-23,614000 ,619000 ,604000 ,608000 ,608000 ,544726 
2006-03-24,608000 ,612000 ,605000 ,609000 ,609000 ,343435 
2006-03-27,605000 ,629000 ,605000 ,624000 ,624000 ,398073 
2006-03-28,616000 ,630000 ,616000 ,628000 ,628000 ,303389 
2006-03-29,621000 ,626000 ,615000 ,626000 ,626000 ,307420 
2006-03-30,632000 ,634000 ,618000 ,623000 ,623000 ,298336 
2006-03-31,620000 ,630000 ,618000 ,630000 ,630000 ,417979 
2006-04-03,636000 ,648000 ,632000 ,646000 ,646000 ,434180 
2006-04-04,646000 ,656000 ,643000 ,653000 ,653000 ,391855 
2006-04-05,655000 ,661000 ,645000 ,648000 ,648000 ,266229 
2006-04-06,659000 ,666000 ,653000 ,657000 ,657000 ,455479 
2006-04-07,658000 ,660000 ,648000 ,654000 ,654000 ,370289 
2006-04-10,645000 ,649000 ,637000 ,642000 ,642000 ,422457 
2006-04-11,637000 ,640000 ,626000 ,636000 ,636000 ,315382 
2006-04-12,632000 ,633000 ,626000 ,630000 ,630000 ,245702 
2006-04-13,626000 ,638000 ,625000 ,638000 ,638000 ,472926 
2006-04-14,638000 ,664000 ,635000 ,655000 ,655000 ,656189 
2006-04-17,660000 ,661000 ,645000 ,648000 ,648000 ,276017 
2006-04-18,648000 ,660000 ,644000 ,655000 ,655000 ,408610 
2006-04-19,673000 ,675000 ,663000 ,665000 ,665000 ,454502 
2006-04-20,665000 ,672000 ,661000 ,663000 ,663000 ,354217 
2006-04-21,670000 ,697000 ,667000 ,690000 ,690000 ,811536 
2006-04-24,690000 ,690000 ,670000 ,673000 ,673000 ,629815 
2006-04-25,658000 ,672000 ,653000 ,660000 ,660000 ,573428 
2006-04-26,660000 ,668000 ,654000 ,668000 ,668000 ,444159 
