date,open,high,low,close,adjusted,volume
2012-07-06,1194000 ,1194000 ,1153000 ,1161000 ,1161000 ,423970 
2012-07-09,1135000 ,1138000 ,1126000 ,1126000 ,1126000 ,426705 
2012-07-10,1135000 ,1142000 ,1121000 ,1127000 ,1127000 ,355742 
2012-07-11,1129000 ,1133000 ,1108000 ,1118000 ,1118000 ,361358 
2012-07-12,1121000 ,1126000 ,1091000 ,1091000 ,1091000 ,500103 
2012-07-13,1096000 ,1144000 ,1091000 ,1139000 ,1139000 ,542252 
2012-07-16,1145000 ,1155000 ,1133000 ,1152000 ,1152000 ,305730 
2012-07-17,1148000 ,1178000 ,1136000 ,1168000 ,1168000 ,317913 
2012-07-18,1179000 ,1185000 ,1138000 ,1154000 ,1154000 ,292655 
2012-07-19,1180000 ,1202000 ,1172000 ,1195000 ,1195000 ,497504 
2012-07-20,1202000 ,1203000 ,1191000 ,1191000 ,1191000 ,240244 
2012-07-23,1165000 ,1170000 ,1155000 ,1162000 ,1162000 ,258087 
2012-07-24,1165000 ,1175000 ,1159000 ,1170000 ,1170000 ,292532 
2012-07-25,1153000 ,1172000 ,1139000 ,1158000 ,1158000 ,273353 
2012-07-26,1169000 ,1174000 ,1160000 ,1172000 ,1172000 ,273339 
2012-07-27,1195000 ,1233000 ,1191000 ,1233000 ,1233000 ,534352 
2012-07-30,1260000 ,1278000 ,1251000 ,1275000 ,1275000 ,382995 
2012-07-31,1280000 ,1334000 ,1275000 ,1309000 ,1309000 ,676303 
2012-08-01,1292000 ,1315000 ,1283000 ,1300000 ,1300000 ,381803 
2012-08-02,1300000 ,1304000 ,1261000 ,1263000 ,1263000 ,320335 
2012-08-03,1240000 ,1267000 ,1238000 ,1243000 ,1243000 ,312338 
2012-08-06,1285000 ,1305000 ,1282000 ,1298000 ,1298000 ,246024 
2012-08-07,1303000 ,1304000 ,1284000 ,1294000 ,1294000 ,205823 
2012-08-08,1306000 ,1328000 ,1301000 ,1320000 ,1320000 ,389471 
2012-08-09,1321000 ,1348000 ,1318000 ,1340000 ,1340000 ,612875 
2012-08-10,1335000 ,1348000 ,1330000 ,1348000 ,1348000 ,294895 
2012-08-13,1342000 ,1347000 ,1323000 ,1325000 ,1325000 ,197976 
2012-08-14,1326000 ,1350000 ,1326000 ,1345000 ,1345000 ,289928 
2012-08-15,1326000 ,1350000 ,1326000 ,1345000 ,1345000 ,289928 
2012-08-16,1354000 ,1355000 ,1338000 ,1345000 ,1345000 ,296891 
2012-08-17,1344000 ,1345000 ,1286000 ,1295000 ,1295000 ,554025 
2012-08-20,1270000 ,1283000 ,1255000 ,1283000 ,1283000 ,399820 
2012-08-21,1292000 ,1302000 ,1282000 ,1282000 ,1282000 ,307047 
2012-08-22,1269000 ,1281000 ,1257000 ,1264000 ,1264000 ,321554 
2012-08-23,1261000 ,1287000 ,1249000 ,1287000 ,1287000 ,277600 
2012-08-24,1270000 ,1287000 ,1264000 ,1275000 ,1275000 ,282921 
2012-08-27,1189000 ,1203000 ,1173000 ,1180000 ,1180000 ,1277983 
2012-08-28,1186000 ,1209000 ,1180000 ,1195000 ,1195000 ,558503 
2012-08-29,1209000 ,1235000 ,1207000 ,1230000 ,1230000 ,469517 
2012-08-30,1228000 ,1229000 ,1202000 ,1215000 ,1215000 ,324636 
2012-08-31,1211000 ,1234000 ,1207000 ,1233000 ,1233000 ,407358 
2012-09-03,1220000 ,1235000 ,1201000 ,1218000 ,1218000 ,278537 
2012-09-04,1219000 ,1228000 ,1210000 ,1218000 ,1218000 ,198954 
2012-09-05,1205000 ,1212000 ,1189000 ,1189000 ,1189000 ,349101 
2012-09-06,1200000 ,1203000 ,1193000 ,1196000 ,1196000 ,247977 
2012-09-07,1230000 ,1251000 ,1220000 ,1250000 ,1250000 ,510922 
2012-09-10,1260000 ,1264000 ,1250000 ,1250000 ,1250000 ,318481 
2012-09-11,1240000 ,1265000 ,1232000 ,1256000 ,1256000 ,198608 
2012-09-12,1268000 ,1295000 ,1259000 ,1294000 ,1294000 ,370250 
2012-09-13,1299000 ,1305000 ,1281000 ,1301000 ,1301000 ,390332 
2012-09-14,1330000 ,1339000 ,1327000 ,1336000 ,1336000 ,498718 
2012-09-17,1336000 ,1336000 ,1312000 ,1315000 ,1315000 ,298200 
2012-09-18,1314000 ,1336000 ,1308000 ,1315000 ,1315000 ,224940 
2012-09-19,1306000 ,1323000 ,1298000 ,1314000 ,1314000 ,242946 
2012-09-20,1293000 ,1305000 ,1284000 ,1287000 ,1287000 ,284488 
2012-09-21,1300000 ,1307000 ,1295000 ,1302000 ,1302000 ,298374 
2012-09-24,1300000 ,1328000 ,1292000 ,1327000 ,1327000 ,264015 
2012-09-25,1310000 ,1334000 ,1310000 ,1327000 ,1327000 ,227443 
2012-09-26,1313000 ,1325000 ,1306000 ,1325000 ,1325000 ,241197 
2012-09-27,1327000 ,1342000 ,1323000 ,1338000 ,1338000 ,291061 
2012-09-28,1359000 ,1360000 ,1339000 ,1346000 ,1346000 ,358509 
2012-10-01,1359000 ,1360000 ,1339000 ,1346000 ,1346000 ,358509 
2012-10-02,1354000 ,1371000 ,1352000 ,1369000 ,1369000 ,267729 
2012-10-03,1354000 ,1371000 ,1352000 ,1369000 ,1369000 ,267729 
2012-10-04,1351000 ,1373000 ,1339000 ,1367000 ,1367000 ,383480 
2012-10-05,1387000 ,1390000 ,1352000 ,1370000 ,1370000 ,357080 
2012-10-08,1375000 ,1379000 ,1360000 ,1373000 ,1373000 ,240919 
2012-10-09,1363000 ,1381000 ,1363000 ,1372000 ,1372000 ,176068 
2012-10-10,1353000 ,1360000 ,1325000 ,1325000 ,1325000 ,260023 
2012-10-11,1310000 ,1320000 ,1287000 ,1304000 ,1304000 ,476265 
2012-10-12,1305000 ,1312000 ,1288000 ,1296000 ,1296000 ,300039 
2012-10-15,1296000 ,1312000 ,1287000 ,1300000 ,1300000 ,206958 
2012-10-16,1326000 ,1331000 ,1315000 ,1330000 ,1330000 ,213589 
2012-10-17,1342000 ,1346000 ,1316000 ,1336000 ,1336000 ,180461 
2012-10-18,1336000 ,1341000 ,1328000 ,1337000 ,1337000 ,210796 
2012-10-19,1323000 ,1325000 ,1299000 ,1302000 ,1302000 ,279959 
2012-10-22,1277000 ,1317000 ,1276000 ,1315000 ,1315000 ,234884 
2012-10-23,1319000 ,1322000 ,1302000 ,1313000 ,1313000 ,185296 
2012-10-24,1297000 ,1309000 ,1289000 ,1300000 ,1300000 ,269753 
2012-10-25,1296000 ,1322000 ,1291000 ,1322000 ,1322000 ,237942 
2012-10-26,1306000 ,1312000 ,1287000 ,1287000 ,1287000 ,276353 
2012-10-29,1298000 ,1299000 ,1279000 ,1299000 ,1299000 ,229431 
2012-10-30,1299000 ,1304000 ,1292000 ,1298000 ,1298000 ,133300 
2012-10-31,1306000 ,1312000 ,1299000 ,1310000 ,1310000 ,212428 
2012-11-01,1295000 ,1302000 ,1290000 ,1297000 ,1297000 ,209205 
2012-11-02,1319000 ,1333000 ,1313000 ,1327000 ,1327000 ,370592 
2012-11-05,1328000 ,1349000 ,1320000 ,1341000 ,1341000 ,261413 
2012-11-06,1349000 ,1349000 ,1332000 ,1349000 ,1349000 ,179690 
2012-11-07,1343000 ,1362000 ,1335000 ,1362000 ,1362000 ,193847 
2012-11-08,1348000 ,1357000 ,1341000 ,1350000 ,1350000 ,306862 
2012-11-09,1335000 ,1351000 ,1326000 ,1341000 ,1341000 ,291124 
2012-11-12,1331000 ,1347000 ,1331000 ,1345000 ,1345000 ,139213 
2012-11-13,1347000 ,1349000 ,1326000 ,1349000 ,1349000 ,146594 
2012-11-14,1357000 ,1357000 ,1346000 ,1355000 ,1355000 ,208828 
2012-11-15,1335000 ,1338000 ,1326000 ,1331000 ,1331000 ,199259 
2012-11-16,1322000 ,1326000 ,1301000 ,1307000 ,1307000 ,243724 
2012-11-19,1315000 ,1342000 ,1313000 ,1332000 ,1332000 ,202837 
2012-11-20,1353000 ,1365000 ,1346000 ,1364000 ,1364000 ,268586 
2012-11-21,1376000 ,1397000 ,1372000 ,1384000 ,1384000 ,355901 
2012-11-22,1394000 ,1419000 ,1391000 ,1417000 ,1417000 ,299318 
2012-11-23,1422000 ,1442000 ,1417000 ,1437000 ,1437000 ,246769 
2012-11-26,1442000 ,1443000 ,1399000 ,1404000 ,1404000 ,275155 
2012-11-27,1405000 ,1428000 ,1404000 ,1416000 ,1416000 ,236884 
2012-11-28,1400000 ,1438000 ,1396000 ,1413000 ,1413000 ,281426 
2012-11-29,1402000 ,1422000 ,1402000 ,1414000 ,1414000 ,262256 
2012-11-30,1423000 ,1425000 ,1399000 ,1406000 ,1406000 ,328810 
2012-12-03,1420000 ,1436000 ,1408000 ,1430000 ,1430000 ,204572 
2012-12-04,1432000 ,1434000 ,1420000 ,1430000 ,1430000 ,190213 
2012-12-05,1430000 ,1455000 ,1427000 ,1455000 ,1455000 ,248894 
2012-12-06,1468000 ,1471000 ,1434000 ,1454000 ,1454000 ,285144 
2012-12-07,1450000 ,1498000 ,1450000 ,1480000 ,1480000 ,317756 
2012-12-10,1506000 ,1506000 ,1485000 ,1491000 ,1491000 ,261259 
2012-12-11,1498000 ,1498000 ,1469000 ,1476000 ,1476000 ,253294 
2012-12-12,1473000 ,1496000 ,1473000 ,1490000 ,1490000 ,304949 
2012-12-13,1500000 ,1533000 ,1493000 ,1533000 ,1533000 ,614229 
2012-12-14,1516000 ,1536000 ,1508000 ,1515000 ,1515000 ,279121 
2012-12-17,1501000 ,1524000 ,1497000 ,1503000 ,1503000 ,310372 
2012-12-18,1500000 ,1516000 ,1495000 ,1515000 ,1515000 ,271247 
2012-12-19,1500000 ,1516000 ,1495000 ,1515000 ,1515000 ,271247 
2012-12-20,1515000 ,1529000 ,1495000 ,1503000 ,1503000 ,402740 
2012-12-21,1493000 ,1496000 ,1440000 ,1442000 ,1442000 ,553510 
2012-12-24,1448000 ,1476000 ,1442000 ,1474000 ,1474000 ,290702 
2012-12-25,1448000 ,1476000 ,1442000 ,1474000 ,1474000 ,290702 
2012-12-26,1480000 ,1503000 ,1470000 ,1470000 ,1470000 ,281820 
2012-12-27,1470000 ,1500000 ,1470000 ,1496000 ,1496000 ,182909 
2012-12-28,1488000 ,1530000 ,1487000 ,1522000 ,1522000 ,212266 
2012-12-31,1488000 ,1530000 ,1487000 ,1522000 ,1522000 ,212266 
2013-01-01,1488000 ,1530000 ,1487000 ,1522000 ,1522000 ,212266 
2013-01-02,1533000 ,1576000 ,1527000 ,1576000 ,1576000 ,229274 
2013-01-03,1582000 ,1584000 ,1543000 ,1543000 ,1543000 ,284927 
2013-01-04,1540000 ,1542000 ,1510000 ,1525000 ,1525000 ,260120 
2013-01-07,1515000 ,1528000 ,1500000 ,1520000 ,1520000 ,252436 
2013-01-08,1513000 ,1517000 ,1498000 ,1500000 ,1500000 ,276757 
2013-01-09,1500000 ,1513000 ,1491000 ,1500000 ,1500000 ,253720 
2013-01-10,1515000 ,1534000 ,1500000 ,1530000 ,1530000 ,293482 
2013-01-11,1548000 ,1548000 ,1507000 ,1533000 ,1533000 ,238982 
2013-01-14,1539000 ,1552000 ,1528000 ,1552000 ,1552000 ,160602 
2013-01-15,1560000 ,1560000 ,1512000 ,1512000 ,1512000 ,214769 
2013-01-16,1514000 ,1526000 ,1483000 ,1492000 ,1492000 ,325058 
2013-01-17,1502000 ,1502000 ,1450000 ,1469000 ,1469000 ,404999 
2013-01-18,1480000 ,1487000 ,1455000 ,1480000 ,1480000 ,250601 
2013-01-21,1464000 ,1475000 ,1448000 ,1454000 ,1454000 ,290784 
2013-01-22,1445000 ,1487000 ,1445000 ,1480000 ,1480000 ,239166 
2013-01-23,1500000 ,1502000 ,1473000 ,1473000 ,1473000 ,186749 
2013-01-24,1468000 ,1469000 ,1441000 ,1453000 ,1453000 ,320146 
2013-01-25,1460000 ,1461000 ,1405000 ,1417000 ,1417000 ,436418 
2013-01-28,1396000 ,1401000 ,1371000 ,1372000 ,1372000 ,618708 
2013-01-29,1390000 ,1418000 ,1380000 ,1409000 ,1409000 ,432719 
2013-01-30,1426000 ,1440000 ,1412000 ,1440000 ,1440000 ,323848 
2013-01-31,1430000 ,1448000 ,1422000 ,1448000 ,1448000 ,321056 
2013-02-01,1460000 ,1460000 ,1422000 ,1441000 ,1441000 ,231524 
2013-02-04,1450000 ,1453000 ,1417000 ,1437000 ,1437000 ,257238 
2013-02-05,1415000 ,1443000 ,1414000 ,1435000 ,1435000 ,227762 
2013-02-06,1440000 ,1443000 ,1427000 ,1427000 ,1427000 ,137943 
2013-02-07,1439000 ,1439000 ,1420000 ,1420000 ,1420000 ,194422 
2013-02-08,1418000 ,1470000 ,1415000 ,1462000 ,1462000 ,268477 
2013-02-11,1418000 ,1470000 ,1415000 ,1462000 ,1462000 ,268477 
2013-02-12,1484000 ,1484000 ,1459000 ,1468000 ,1468000 ,168395 
2013-02-13,1474000 ,1489000 ,1456000 ,1487000 ,1487000 ,184181 
2013-02-14,1490000 ,1494000 ,1477000 ,1490000 ,1490000 ,150682 
2013-02-15,1490000 ,1498000 ,1477000 ,1498000 ,1498000 ,151999 
2013-02-18,1490000 ,1501000 ,1481000 ,1490000 ,1490000 ,142199 
2013-02-19,1480000 ,1499000 ,1479000 ,1492000 ,1492000 ,122645 
2013-02-20,1502000 ,1545000 ,1497000 ,1545000 ,1545000 ,360787 
2013-02-21,1540000 ,1558000 ,1535000 ,1550000 ,1550000 ,262473 
2013-02-22,1530000 ,1548000 ,1520000 ,1530000 ,1530000 ,277053 
2013-02-25,1549000 ,1549000 ,1530000 ,1530000 ,1530000 ,177951 
2013-02-26,1515000 ,1538000 ,1508000 ,1527000 ,1527000 ,184895 
2013-02-27,1559000 ,1559000 ,1519000 ,1527000 ,1527000 ,178764 
2013-02-28,1530000 ,1554000 ,1530000 ,1544000 ,1544000 ,255684 
2013-03-01,1530000 ,1554000 ,1530000 ,1544000 ,1544000 ,255684 
2013-03-04,1563000 ,1563000 ,1530000 ,1539000 ,1539000 ,265537 
2013-03-05,1556000 ,1564000 ,1548000 ,1550000 ,1550000 ,185892 
2013-03-06,1572000 ,1575000 ,1547000 ,1560000 ,1560000 ,202973 
2013-03-07,1548000 ,1550000 ,1512000 ,1520000 ,1520000 ,269654 
2013-03-08,1515000 ,1517000 ,1489000 ,1499000 ,1499000 ,378820 
2013-03-11,1493000 ,1512000 ,1485000 ,1508000 ,1508000 ,274965 
2013-03-12,1504000 ,1512000 ,1490000 ,1494000 ,1494000 ,174931 
2013-03-13,1506000 ,1529000 ,1501000 ,1527000 ,1527000 ,226071 
2013-03-14,1528000 ,1534000 ,1499000 ,1520000 ,1520000 ,251156 
2013-03-15,1529000 ,1529000 ,1480000 ,1480000 ,1480000 ,732367 
2013-03-18,1460000 ,1460000 ,1434000 ,1445000 ,1445000 ,528791 
2013-03-19,1450000 ,1492000 ,1448000 ,1475000 ,1475000 ,279542 
2013-03-20,1460000 ,1485000 ,1456000 ,1460000 ,1460000 ,270315 
2013-03-21,1461000 ,1474000 ,1456000 ,1457000 ,1457000 ,235371 
2013-03-22,1458000 ,1468000 ,1452000 ,1455000 ,1455000 ,213742 
2013-03-25,1480000 ,1495000 ,1470000 ,1495000 ,1495000 ,205441 
2013-03-26,1495000 ,1522000 ,1491000 ,1509000 ,1509000 ,336600 
2013-03-27,1515000 ,1516000 ,1487000 ,1504000 ,1504000 ,257628 
2013-03-28,1503000 ,1510000 ,1497000 ,1510000 ,1510000 ,159792 
2013-03-29,1524000 ,1532000 ,1517000 ,1527000 ,1527000 ,190674 
2013-04-01,1535000 ,1535000 ,1512000 ,1512000 ,1512000 ,105910 
2013-04-02,1510000 ,1532000 ,1510000 ,1525000 ,1525000 ,171497 
2013-04-03,1526000 ,1528000 ,1509000 ,1521000 ,1521000 ,217654 
2013-04-04,1517000 ,1519000 ,1499000 ,1506000 ,1506000 ,214009 
2013-04-05,1505000 ,1516000 ,1493000 ,1505000 ,1505000 ,299547 
2013-04-08,1505000 ,1531000 ,1497000 ,1520000 ,1520000 ,259190 
2013-04-09,1527000 ,1530000 ,1510000 ,1528000 ,1528000 ,184880 
2013-04-10,1540000 ,1540000 ,1513000 ,1521000 ,1521000 ,235594 
2013-04-11,1521000 ,1540000 ,1518000 ,1540000 ,1540000 ,225830 
2013-04-12,1540000 ,1550000 ,1513000 ,1517000 ,1517000 ,214881 
2013-04-15,1503000 ,1535000 ,1503000 ,1523000 ,1523000 ,215346 
2013-04-16,1505000 ,1532000 ,1501000 ,1528000 ,1528000 ,371037 
2013-04-17,1566000 ,1566000 ,1514000 ,1518000 ,1518000 ,209822 
2013-04-18,1520000 ,1522000 ,1481000 ,1483000 ,1483000 ,267168 
2013-04-19,1465000 ,1492000 ,1455000 ,1475000 ,1475000 ,314080 
2013-04-22,1490000 ,1503000 ,1465000 ,1503000 ,1503000 ,186717 
2013-04-23,1500000 ,1503000 ,1474000 ,1483000 ,1483000 ,177297 
2013-04-24,1485000 ,1494000 ,1474000 ,1486000 ,1486000 ,201731 
2013-04-25,1470000 ,1494000 ,1470000 ,1494000 ,1494000 ,209278 
2013-04-26,1495000 ,1497000 ,1472000 ,1486000 ,1486000 ,233032 
2013-04-29,1491000 ,1492000 ,1475000 ,1481000 ,1481000 ,170003 
2013-04-30,1490000 ,1530000 ,1488000 ,1520000 ,1520000 ,374100 
2013-05-01,1490000 ,1530000 ,1488000 ,1520000 ,1520000 ,374100 
2013-05-02,1526000 ,1532000 ,1517000 ,1528000 ,1528000 ,200979 
2013-05-03,1535000 ,1537000 ,1521000 ,1535000 ,1535000 ,131181 
2013-05-06,1540000 ,1540000 ,1512000 ,1514000 ,1514000 ,173086 
2013-05-07,1508000 ,1508000 ,1491000 ,1493000 ,1493000 ,228690 
2013-05-08,1493000 ,1498000 ,1479000 ,1488000 ,1488000 ,298439 
2013-05-09,1490000 ,1520000 ,1489000 ,1515000 ,1515000 ,216123 
2013-05-10,1514000 ,1514000 ,1476000 ,1476000 ,1476000 ,235897 
2013-05-13,1471000 ,1480000 ,1462000 ,1477000 ,1477000 ,175002 
2013-05-14,1487000 ,1500000 ,1483000 ,1500000 ,1500000 ,180053 
2013-05-15,1485000 ,1500000 ,1484000 ,1500000 ,1500000 ,211896 
2013-05-16,1501000 ,1514000 ,1500000 ,1508000 ,1508000 ,293151 
2013-05-17,1501000 ,1514000 ,1500000 ,1508000 ,1508000 ,293151 
2013-05-20,1502000 ,1512000 ,1496000 ,1497000 ,1497000 ,245777 
2013-05-21,1510000 ,1510000 ,1485000 ,1492000 ,1492000 ,232008 
2013-05-22,1504000 ,1510000 ,1491000 ,1509000 ,1509000 ,198462 
2013-05-23,1492000 ,1502000 ,1484000 ,1484000 ,1484000 ,239883 
2013-05-24,1487000 ,1494000 ,1472000 ,1486000 ,1486000 ,203812 
2013-05-27,1490000 ,1499000 ,1487000 ,1489000 ,1489000 ,122928 
2013-05-28,1481000 ,1496000 ,1481000 ,1484000 ,1484000 ,231761 
2013-05-29,1484000 ,1523000 ,1483000 ,1512000 ,1512000 ,295211 
2013-05-30,1518000 ,1549000 ,1512000 ,1544000 ,1544000 ,455560 
2013-05-31,1546000 ,1559000 ,1537000 ,1538000 ,1538000 ,360501 
2013-06-03,1536000 ,1559000 ,1528000 ,1532000 ,1532000 ,206189 
2013-06-04,1533000 ,1542000 ,1521000 ,1540000 ,1540000 ,169932 
2013-06-05,1549000 ,1553000 ,1521000 ,1521000 ,1521000 ,271813 
2013-06-06,1549000 ,1553000 ,1521000 ,1521000 ,1521000 ,271813 
2013-06-07,1475000 ,1485000 ,1424000 ,1427000 ,1427000 ,1085816 
2013-06-10,1420000 ,1443000 ,1414000 ,1425000 ,1425000 ,533554 
2013-06-11,1411000 ,1419000 ,1378000 ,1389000 ,1389000 ,692260 
2013-06-12,1378000 ,1403000 ,1362000 ,1385000 ,1385000 ,457753 
2013-06-13,1380000 ,1397000 ,1357000 ,1357000 ,1357000 ,670197 
2013-06-14,1365000 ,1377000 ,1357000 ,1369000 ,1369000 ,351167 
2013-06-17,1370000 ,1378000 ,1365000 ,1366000 ,1366000 ,235169 
2013-06-18,1368000 ,1387000 ,1360000 ,1387000 ,1387000 ,220861 
2013-06-19,1382000 ,1385000 ,1364000 ,1369000 ,1369000 ,205405 
2013-06-20,1343000 ,1348000 ,1326000 ,1329000 ,1329000 ,356359 
2013-06-21,1294000 ,1333000 ,1290000 ,1325000 ,1325000 ,553556 
2013-06-24,1350000 ,1350000 ,1313000 ,1313000 ,1313000 ,316958 
2013-06-25,1301000 ,1318000 ,1288000 ,1297000 ,1297000 ,415499 
2013-06-26,1301000 ,1305000 ,1245000 ,1261000 ,1261000 ,635024 
2013-06-27,1295000 ,1344000 ,1286000 ,1339000 ,1339000 ,515123 
2013-06-28,1350000 ,1350000 ,1329000 ,1342000 ,1342000 ,419225 
2013-07-01,1334000 ,1346000 ,1322000 ,1326000 ,1326000 ,256519 
2013-07-02,1340000 ,1352000 ,1330000 ,1335000 ,1335000 ,204289 
2013-07-03,1334000 ,1339000 ,1295000 ,1301000 ,1301000 ,256441 
2013-07-04,1302000 ,1317000 ,1296000 ,1317000 ,1317000 ,180853 
2013-07-05,1286000 ,1315000 ,1260000 ,1267000 ,1267000 ,607656 
2013-07-08,1250000 ,1258000 ,1209000 ,1226000 ,1226000 ,529603 
2013-07-09,1230000 ,1250000 ,1229000 ,1237000 ,1237000 ,393899 
2013-07-10,1245000 ,1252000 ,1237000 ,1248000 ,1248000 ,346113 
2013-07-11,1251000 ,1312000 ,1251000 ,1312000 ,1312000 ,415767 
2013-07-12,1320000 ,1324000 ,1301000 ,1312000 ,1312000 ,227826 
2013-07-15,1315000 ,1319000 ,1285000 ,1313000 ,1313000 ,192592 
2013-07-16,1318000 ,1321000 ,1290000 ,1298000 ,1298000 ,186019 
2013-07-17,1301000 ,1330000 ,1286000 ,1320000 ,1320000 ,246046 
2013-07-18,1325000 ,1325000 ,1292000 ,1292000 ,1292000 ,314084 
2013-07-19,1288000 ,1295000 ,1264000 ,1273000 ,1273000 ,325426 
2013-07-22,1280000 ,1289000 ,1265000 ,1273000 ,1273000 ,207023 
2013-07-23,1273000 ,1307000 ,1272000 ,1307000 ,1307000 ,238978 
2013-07-24,1307000 ,1317000 ,1295000 ,1315000 ,1315000 ,175453 
2013-07-25,1317000 ,1322000 ,1308000 ,1315000 ,1315000 ,169913 
2013-07-26,1314000 ,1319000 ,1299000 ,1303000 ,1303000 ,272391 
2013-07-29,1291000 ,1300000 ,1279000 ,1283000 ,1283000 ,236437 
2013-07-30,1277000 ,1295000 ,1277000 ,1290000 ,1290000 ,188507 
2013-07-31,1280000 ,1290000 ,1279000 ,1280000 ,1280000 ,254710 
2013-08-01,1285000 ,1288000 ,1274000 ,1280000 ,1280000 ,181178 
2013-08-02,1293000 ,1300000 ,1282000 ,1286000 ,1286000 ,224827 
2013-08-05,1283000 ,1283000 ,1274000 ,1274000 ,1274000 ,161597 
2013-08-06,1245000 ,1272000 ,1245000 ,1254000 ,1254000 ,289874 
2013-08-07,1237000 ,1240000 ,1222000 ,1222000 ,1222000 ,315562 
2013-08-08,1213000 ,1235000 ,1213000 ,1217000 ,1217000 ,358216 
2013-08-09,1229000 ,1241000 ,1220000 ,1230000 ,1230000 ,241604 
2013-08-12,1230000 ,1248000 ,1225000 ,1232000 ,1232000 ,202812 
2013-08-13,1244000 ,1290000 ,1242000 ,1290000 ,1290000 ,418589 
2013-08-14,1289000 ,1300000 ,1285000 ,1300000 ,1300000 ,260102 
2013-08-15,1289000 ,1300000 ,1285000 ,1300000 ,1300000 ,260102 
2013-08-16,1286000 ,1301000 ,1282000 ,1295000 ,1295000 ,228332 
2013-08-19,1286000 ,1296000 ,1280000 ,1286000 ,1286000 ,129997 
2013-08-20,1296000 ,1305000 ,1269000 ,1269000 ,1269000 ,284619 
2013-08-21,1265000 ,1282000 ,1256000 ,1256000 ,1256000 ,246921 
2013-08-22,1250000 ,1267000 ,1245000 ,1255000 ,1255000 ,239697 
2013-08-23,1280000 ,1300000 ,1271000 ,1295000 ,1295000 ,344068 
2013-08-26,1301000 ,1305000 ,1296000 ,1300000 ,1300000 ,230393 
2013-08-27,1307000 ,1309000 ,1295000 ,1304000 ,1304000 ,182616 
2013-08-28,1284000 ,1310000 ,1284000 ,1309000 ,1309000 ,189851 
2013-08-29,1317000 ,1348000 ,1314000 ,1344000 ,1344000 ,326300 
2013-08-30,1360000 ,1368000 ,1351000 ,1368000 ,1368000 ,342716 
2013-09-02,1368000 ,1371000 ,1350000 ,1351000 ,1351000 ,201632 
2013-09-03,1364000 ,1364000 ,1326000 ,1337000 ,1337000 ,235970 
2013-09-04,1330000 ,1354000 ,1321000 ,1340000 ,1340000 ,218401 
2013-09-05,1370000 ,1371000 ,1358000 ,1365000 ,1365000 ,302002 
2013-09-06,1370000 ,1375000 ,1358000 ,1369000 ,1369000 ,238759 
2013-09-09,1371000 ,1375000 ,1363000 ,1373000 ,1373000 ,185831 
2013-09-10,1369000 ,1396000 ,1368000 ,1396000 ,1396000 ,294353 
2013-09-11,1398000 ,1402000 ,1385000 ,1402000 ,1402000 ,267060 
2013-09-12,1405000 ,1424000 ,1395000 ,1410000 ,1410000 ,436108 
2013-09-13,1409000 ,1410000 ,1396000 ,1406000 ,1406000 ,245630 
2013-09-16,1423000 ,1425000 ,1411000 ,1425000 ,1425000 ,234214 
2013-09-17,1420000 ,1420000 ,1381000 ,1386000 ,1386000 ,343627 
2013-09-18,1420000 ,1420000 ,1381000 ,1386000 ,1386000 ,343627 
2013-09-19,1420000 ,1420000 ,1381000 ,1386000 ,1386000 ,343627 
2013-09-20,1420000 ,1420000 ,1381000 ,1386000 ,1386000 ,343627 
2013-09-23,1365000 ,1381000 ,1353000 ,1360000 ,1360000 ,487258 
2013-09-24,1342000 ,1379000 ,1338000 ,1373000 ,1373000 ,302778 
2013-09-25,1367000 ,1374000 ,1351000 ,1364000 ,1364000 ,223529 
2013-09-26,1364000 ,1372000 ,1356000 ,1372000 ,1372000 ,207494 
2013-09-27,1375000 ,1377000 ,1363000 ,1366000 ,1366000 ,232265 
2013-09-30,1366000 ,1382000 ,1360000 ,1367000 ,1367000 ,233018 
2013-10-01,1380000 ,1383000 ,1360000 ,1382000 ,1382000 ,195463 
2013-10-02,1398000 ,1425000 ,1390000 ,1418000 ,1418000 ,351727 
2013-10-03,1398000 ,1425000 ,1390000 ,1418000 ,1418000 ,351727 
2013-10-04,1438000 ,1442000 ,1414000 ,1418000 ,1418000 ,315074 
2013-10-07,1437000 ,1437000 ,1425000 ,1436000 ,1436000 ,204565 
2013-10-08,1417000 ,1433000 ,1417000 ,1430000 ,1430000 ,210920 
2013-10-09,1417000 ,1433000 ,1417000 ,1430000 ,1430000 ,210920 
2013-10-10,1421000 ,1432000 ,1421000 ,1430000 ,1430000 ,276380 
2013-10-11,1440000 ,1447000 ,1436000 ,1443000 ,1443000 ,225083 
2013-10-14,1448000 ,1449000 ,1438000 ,1438000 ,1438000 ,147474 
2013-10-15,1450000 ,1457000 ,1445000 ,1457000 ,1457000 ,200473 
2013-10-16,1469000 ,1469000 ,1445000 ,1450000 ,1450000 ,160212 
2013-10-17,1460000 ,1468000 ,1454000 ,1463000 ,1463000 ,181987 
2013-10-18,1472000 ,1475000 ,1463000 ,1472000 ,1472000 ,157043 
2013-10-21,1475000 ,1489000 ,1454000 ,1464000 ,1464000 ,142521 
2013-10-22,1460000 ,1460000 ,1434000 ,1455000 ,1455000 ,247065 
2013-10-23,1464000 ,1464000 ,1436000 ,1442000 ,1442000 ,171969 
2013-10-24,1431000 ,1449000 ,1429000 ,1449000 ,1449000 ,178313 
